data,regiao,canal,produto,invest_marketing,ligacoes_vendas,visitas_site,emails_enviados,preco,preco_concorrente,desconto_pct,satisfacao,tickets_suporte,cliente_recorrente,sazonalidade_mes,unidades_vendidas,receita,transacoes,ticket_medio,lead_vai_comprar
2024-02-02,Sudeste,Loja Física,B,2256.0,5,1910,1003,116.65,99.35,0.035,4.25,1,0,2,143,16090.26,131,122.83,1
2024-02-02,Sudeste,Loja Física,B,4219.0,10,3560,1177,122.89,136.02,0.128,3.7,0,1,2,260,27858.81,276,100.94,1
2024-02-04,Sul,Loja Física,C,2384.0,4,1966,1083,118.4,127.38,0.03,3.33,1,0,2,120,13783.75,128,107.69,1
2024-02-04,Sudeste,Online,A,1586.0,6,1118,582,132.06,133.45,0.009,3.49,1,0,2,85,11124.07,61,182.36,0
2024-02-05,Sul,Online,A,337.0,6,801,387,125.85,108.94,0.037,4.88,1,1,2,79,9576.09,105,91.2,1
2024-02-05,Sudeste,Loja Física,C,4768.0,15,2651,1686,119.93,118.19,0.039,4.5,0,1,2,196,22578.24,267,84.56,1
2024-02-05,Nordeste,Representante,C,862.0,4,880,657,106.91,111.46,0.04,4.42,3,1,2,81,8309.78,59,140.84,0
2024-02-06,Centro-Oeste,Loja Física,B,663.0,5,2552,1152,99.8,107.06,0.095,4.75,1,1,2,190,17154.41,186,92.23,1
2024-02-06,Sul,Online,C,1147.0,9,742,644,123.72,131.79,0.128,3.28,2,0,2,55,5935.38,72,82.44,0
2024-02-06,Nordeste,Online,B,2850.0,9,2009,917,144.49,131.32,0.035,3.48,0,0,2,129,17978.74,78,230.5,1
2024-02-07,Sul,Representante,C,2649.0,7,1765,1219,136.98,132.1,0.042,3.2,0,0,2,112,14696.4,152,96.69,1
2024-02-07,Sul,Representante,A,2340.0,7,2578,1394,129.85,138.28,0.1,3.01,1,1,2,180,21037.35,155,135.72,1
2024-02-07,Centro-Oeste,Representante,B,1552.0,6,2338,1013,123.25,118.93,0.125,3.07,0,1,2,168,18124.18,232,78.12,1
2024-02-08,Sul,Loja Física,A,1051.0,7,1490,742,126.12,134.61,0.035,4.95,0,0,2,106,12896.73,72,179.12,1
2024-02-08,Centro-Oeste,Representante,A,1696.0,8,2008,759,130.29,136.12,0.176,3.15,2,1,2,141,15129.42,135,112.07,1
2024-02-11,Nordeste,Representante,C,782.0,8,721,1137,110.74,107.68,0.052,3.39,1,0,2,60,6302.15,61,103.31,0
2024-02-11,Centro-Oeste,Online,B,1312.0,10,1000,1150,108.78,111.41,0.08,4.13,2,1,2,115,11507.47,120,95.9,1
2024-02-12,Nordeste,Representante,B,1685.0,14,1773,963,91.23,78.14,0.061,2.88,0,0,2,112,9590.25,109,87.98,1
2024-02-12,Sudeste,Loja Física,C,1026.0,8,1148,1152,104.89,131.7,0.143,4.29,2,1,2,113,10152.77,131,77.5,1
2024-02-12,Sul,Online,C,2133.0,6,1543,633,95.11,84.22,0.038,2.16,6,1,2,101,9236.66,106,87.14,1
2024-02-12,Nordeste,Loja Física,A,5443.0,10,2803,1333,147.14,147.22,0.087,3.5,1,0,2,169,22701.32,130,174.63,1
2024-02-13,Nordeste,Loja Física,A,1919.0,10,1967,810,115.83,110.58,0.035,3.62,0,0,2,117,13083.37,158,82.81,1
2024-02-13,Sudeste,Loja Física,C,1899.0,13,2080,1267,81.87,70.22,0.043,1.81,3,0,2,125,9798.32,145,67.57,1
2024-02-13,Nordeste,Representante,B,1869.0,9,1455,729,96.27,89.56,0.11,4.98,0,0,2,105,8996.32,138,65.19,0
2024-02-14,Nordeste,Loja Física,C,6280.0,14,3522,1841,88.61,93.06,0.112,4.15,0,1,2,214,16840.0,210,80.19,1
2024-02-14,Sul,Loja Física,C,4478.0,3,2754,2000,123.99,130.12,0.031,4.6,1,0,2,187,22462.68,129,174.13,1
2024-02-15,Sudeste,Loja Física,C,5883.0,7,3020,1428,113.3,117.5,0.102,2.87,1,0,2,189,19220.38,209,91.96,1
2024-02-15,Sul,Loja Física,C,820.0,4,696,831,124.39,117.09,0.018,4.11,0,1,2,71,8674.63,92,94.29,1
2024-02-17,Sul,Loja Física,C,4701.0,12,2539,1126,98.57,99.94,0.041,4.45,0,0,2,148,13995.53,155,90.29,1
2024-02-17,Nordeste,Online,B,2355.0,4,2436,1490,115.38,124.33,0.017,2.92,3,1,2,179,20309.14,246,82.56,1
2024-02-18,Sul,Representante,C,2024.0,8,1743,1072,113.18,121.33,0.039,3.63,0,1,2,125,13595.14,136,99.96,1
2024-02-19,Centro-Oeste,Representante,C,4613.0,13,2723,1966,127.92,117.27,0.026,2.51,0,1,2,191,23789.39,214,111.17,1
2024-02-19,Sul,Representante,B,872.0,6,1031,326,102.02,109.94,0.035,3.48,3,0,2,76,7483.45,74,101.13,0
2024-02-19,Sul,Loja Física,A,1750.0,12,1288,521,105.54,112.79,0.016,2.34,1,0,2,72,7476.45,91,82.16,1
2024-02-20,Nordeste,Representante,B,2368.0,11,1534,952,91.09,84.89,0.15,4.71,0,1,2,127,9832.16,168,58.52,1
2024-02-20,Centro-Oeste,Online,C,1158.0,11,1386,571,112.83,115.85,0.046,3.14,0,0,2,96,10334.35,79,130.81,1
2024-02-21,Sudeste,Representante,A,1594.0,14,1620,595,122.54,137.66,0.011,3.71,0,0,2,119,14428.82,75,192.38,1
2024-02-21,Centro-Oeste,Loja Física,A,2723.0,7,2231,1569,145.38,139.27,0.03,3.26,1,0,2,153,21583.99,159,135.75,1
2024-02-21,Sul,Online,A,2191.0,5,2421,1244,100.16,109.45,0.027,3.13,1,1,2,171,16671.91,183,91.1,1
2024-02-21,Sudeste,Loja Física,A,1849.0,4,1400,1358,127.79,145.23,0.016,1.86,3,0,2,110,13827.31,146,94.71,1
2024-02-21,Centro-Oeste,Loja Física,C,3300.0,8,1903,1172,125.5,117.22,0.096,4.71,0,0,2,124,14067.51,116,121.27,1
2024-02-21,Sudeste,Loja Física,A,3713.0,9,2746,1100,137.47,124.16,0.051,3.37,1,1,2,189,24665.38,154,160.16,1
2024-02-22,Sudeste,Representante,A,1518.0,8,1044,1373,146.23,152.96,0.048,3.51,0,0,2,104,14477.45,78,185.61,1
2024-02-22,Centro-Oeste,Representante,A,4175.0,7,2351,1651,124.05,114.92,0.061,3.21,4,1,2,177,20618.13,180,114.55,1
2024-02-23,Centro-Oeste,Online,A,3065.0,15,1970,1035,103.35,111.09,0.071,4.26,0,0,2,144,13819.83,137,100.87,1
2024-02-24,Nordeste,Loja Física,A,2672.0,7,2823,1045,100.21,101.54,0.042,3.88,0,0,2,164,15749.61,221,71.27,1
2024-02-24,Nordeste,Online,B,2231.0,7,1354,1054,140.62,138.06,0.027,3.46,0,0,2,105,14363.6,115,124.9,1
2024-02-24,Sudeste,Loja Física,A,3749.0,4,2542,1052,130.8,151.1,0.044,3.23,2,0,2,169,21142.79,151,140.02,1
2024-02-24,Sudeste,Online,A,686.0,9,1195,751,148.75,163.19,0.023,4.07,1,0,2,102,14826.33,82,180.81,1
2024-02-26,Nordeste,Loja Física,B,1157.0,6,1630,1322,101.25,99.33,0.034,3.67,2,1,2,131,12806.99,165,77.62,1
2024-02-26,Centro-Oeste,Representante,C,1679.0,9,1411,766,101.37,83.99,0.124,3.78,2,0,2,94,8343.96,97,86.02,1
2024-02-26,Centro-Oeste,Online,A,750.0,11,1071,756,127.87,134.19,0.074,3.01,0,0,2,83,9833.06,115,85.5,1
2024-02-27,Centro-Oeste,Online,B,1364.0,7,1289,806,129.12,137.09,0.05,4.45,0,1,2,128,15694.62,165,95.12,1
2024-02-27,Centro-Oeste,Online,A,2547.0,6,3378,1074,117.18,108.37,0.042,2.97,1,1,2,214,24020.41,291,82.54,1
2024-02-28,Nordeste,Online,B,1855.0,10,1738,1182,118.63,130.23,0.036,3.27,0,0,2,134,15324.38,142,107.92,1
2024-02-28,Sul,Online,C,4456.0,7,3147,1291,162.64,150.97,0.022,4.29,0,0,2,186,29580.19,238,124.29,1
2024-03-02,Nordeste,Loja Física,B,1017.0,6,635,845,133.0,131.98,0.063,3.54,1,0,3,62,7729.74,55,140.54,1
2024-03-03,Nordeste,Online,B,991.0,8,1605,799,80.75,58.07,0.085,3.5,2,0,3,106,7828.69,81,96.65,1
2024-03-06,Sudeste,Online,B,2176.0,6,1617,653,120.13,112.24,0.087,3.37,1,1,3,132,14474.5,146,99.14,1
2024-03-06,Sul,Loja Física,A,1848.0,16,1346,1292,133.0,131.6,0.072,3.87,1,0,3,115,14194.88,112,126.74,1
2024-03-06,Sul,Loja Física,C,2758.0,9,2122,1267,111.99,101.46,0.154,3.48,2,0,3,128,12128.48,142,85.41,1
2024-03-07,Sudeste,Representante,C,2356.0,12,2130,821,111.76,101.68,0.076,4.41,0,1,3,150,15490.18,207,74.83,1
2024-03-09,Sul,Online,B,5762.0,9,2923,1447,93.97,92.72,0.05,3.4,0,0,3,208,18569.03,133,139.62,1
2024-03-09,Sudeste,Loja Física,C,1191.0,12,2311,1258,139.92,125.16,0.043,3.45,0,1,3,157,21023.24,216,97.33,1
2024-03-10,Centro-Oeste,Representante,B,2263.0,8,1204,1419,119.34,103.72,0.071,3.8,0,1,3,121,13416.73,101,132.84,1
2024-03-11,Sudeste,Online,A,2448.0,8,1432,1067,122.26,132.53,0.032,3.81,2,0,3,126,14918.14,135,110.5,1
2024-03-11,Nordeste,Representante,A,1221.0,7,1864,662,139.64,143.39,0.024,3.59,0,1,3,129,17587.48,145,121.29,1
2024-03-13,Sul,Loja Física,B,2666.0,8,1815,1032,84.89,77.07,0.013,3.24,0,1,3,137,11484.14,150,76.56,1
2024-03-14,Sul,Representante,C,3320.0,9,2050,1048,142.77,131.57,0.05,3.93,0,1,3,138,18709.27,126,148.49,1
2024-03-14,Nordeste,Representante,A,3220.0,11,3700,1211,113.53,118.52,0.035,5.0,0,0,3,231,25318.09,190,133.25,1
2024-03-15,Sul,Representante,C,3467.0,13,2336,1155,129.83,133.56,0.042,2.55,3,1,3,150,18654.35,170,109.73,1
2024-03-16,Nordeste,Representante,B,3157.0,5,1538,1081,86.93,86.27,0.044,5.0,0,1,3,129,10717.01,155,69.14,1
2024-03-16,Sudeste,Online,A,3348.0,10,2129,1270,116.09,109.28,0.072,4.17,0,1,3,178,19165.89,171,112.08,1
2024-03-16,Sudeste,Loja Física,C,1673.0,8,961,713,112.32,114.02,0.062,3.96,1,1,3,83,8741.69,56,156.1,0
2024-03-16,Sul,Loja Física,C,1874.0,6,2006,786,110.67,124.85,0.14,3.62,0,1,3,127,12093.64,156,77.52,1
2024-03-17,Sudeste,Representante,A,1771.0,3,1517,737,145.35,159.63,0.08,4.1,0,0,3,123,16446.81,110,149.52,1
2024-03-17,Sul,Online,A,2945.0,9,2803,1082,122.47,110.02,0.133,4.19,0,0,3,175,18584.08,115,161.6,1
2024-03-17,Sudeste,Online,A,1559.0,8,1847,889,113.56,104.38,0.025,4.76,0,1,3,152,16828.39,110,152.99,1
2024-03-18,Sul,Loja Física,B,1534.0,6,1061,815,139.47,155.62,0.036,3.66,0,0,3,95,12774.09,89,143.53,1
2024-03-18,Sul,Representante,A,2508.0,4,1452,1353,122.45,123.41,0.046,4.5,0,0,3,120,14016.61,160,87.6,1
2024-03-19,Nordeste,Representante,B,7882.0,13,4680,2387,129.51,136.31,0.017,3.65,0,0,3,310,39450.5,327,120.64,1
2024-03-19,Centro-Oeste,Loja Física,C,1833.0,8,861,841,137.59,118.97,0.043,3.69,0,1,3,72,9481.58,88,107.75,1
2024-03-19,Nordeste,Online,A,1499.0,7,2012,1230,111.65,102.24,0.061,3.86,0,1,3,146,15301.72,134,114.19,1
2024-03-20,Centro-Oeste,Representante,A,1120.0,9,990,431,107.33,104.11,0.024,4.02,0,0,3,76,7959.26,95,83.78,0
2024-03-20,Sudeste,Online,B,3642.0,11,2193,1298,119.49,125.13,0.066,3.36,1,1,3,193,21543.01,127,169.63,1
2024-03-20,Centro-Oeste,Online,B,3052.0,8,2033,1325,132.44,145.22,0.047,3.19,1,0,3,161,20311.71,161,126.16,1
2024-03-20,Centro-Oeste,Representante,A,4693.0,7,3212,1819,119.26,129.01,0.066,3.64,1,1,3,230,25620.12,296,86.55,1
2024-03-21,Nordeste,Representante,B,1277.0,8,728,762,108.56,112.34,0.044,4.11,0,1,3,80,8306.68,68,122.16,1
2024-03-21,Nordeste,Loja Física,B,3578.0,5,2250,1628,125.18,116.77,0.043,4.81,1,1,3,176,21095.04,127,166.1,1
2024-03-21,Sul,Loja Física,B,2145.0,10,1414,1048,89.03,87.76,0.042,4.55,0,1,3,124,10578.0,147,71.96,1
2024-03-21,Centro-Oeste,Representante,C,607.0,12,1239,1179,127.36,131.13,0.184,3.61,0,1,3,106,11011.12,86,128.04,1
2024-03-21,Centro-Oeste,Representante,C,1883.0,8,1201,832,113.91,120.97,0.049,2.87,1,0,3,85,9205.44,81,113.65,0
2024-03-21,Nordeste,Loja Física,A,1247.0,4,1155,652,90.09,86.69,0.09,4.33,3,0,3,78,6396.01,106,60.34,1
2024-03-22,Sudeste,Loja Física,B,3161.0,6,1896,1001,148.19,169.26,0.06,3.73,0,1,3,166,23114.65,149,155.13,1
2024-03-22,Nordeste,Representante,C,1240.0,5,1284,486,144.02,157.46,0.019,3.43,0,1,3,88,12431.67,71,175.09,1
2024-03-22,Centro-Oeste,Representante,A,951.0,6,1274,926,109.92,110.86,0.023,4.21,0,0,3,105,11278.39,145,77.78,1
2024-03-23,Sudeste,Loja Física,B,2633.0,12,2205,1093,101.04,96.94,0.134,3.81,0,1,3,180,15755.04,217,72.6,1
2024-03-24,Sudeste,Online,A,1841.0,3,1297,1392,148.44,165.03,0.036,4.0,0,0,3,123,17600.0,75,234.67,1
2024-03-25,Sul,Loja Física,B,1683.0,15,1232,378,120.33,128.71,0.076,4.17,0,1,3,100,11114.01,76,146.24,1
2024-03-25,Sudeste,Loja Física,B,655.0,12,1102,673,95.68,91.45,0.08,3.14,0,0,3,93,8182.02,88,92.98,0
2024-03-26,Nordeste,Representante,B,2410.0,6,1494,1263,137.41,122.66,0.086,3.74,1,0,3,115,14447.99,72,200.67,1
2024-03-26,Sudeste,Loja Física,A,3165.0,4,1809,1343,154.17,164.14,0.049,3.34,0,1,3,156,22883.36,105,217.94,1
2024-03-26,Nordeste,Online,A,1903.0,5,2059,1091,80.32,88.49,0.117,4.92,0,1,3,154,10917.32,188,58.07,1
2024-03-28,Sudeste,Online,B,2752.0,9,2436,1214,123.01,131.57,0.04,3.93,0,1,3,210,24795.66,233,106.42,1
2024-03-28,Nordeste,Representante,C,693.0,10,1239,329,92.23,77.41,0.186,3.72,0,0,3,67,5027.86,89,56.49,1
2024-03-28,Centro-Oeste,Loja Física,C,1839.0,10,2407,802,128.61,130.49,0.077,3.74,0,0,3,142,16852.91,110,153.21,1
2024-03-30,Centro-Oeste,Representante,A,1812.0,7,1119,759,135.13,145.11,0.115,3.76,0,0,3,81,9685.8,59,164.17,1
2024-03-30,Nordeste,Representante,C,2620.0,9,1442,1126,84.31,76.06,0.101,5.0,0,1,3,116,8789.81,106,82.92,1
2024-03-31,Centro-Oeste,Loja Física,C,5128.0,10,3589,1657,140.8,142.93,0.11,3.88,0,0,3,210,26324.34,266,98.96,1
2024-03-31,Nordeste,Representante,C,3593.0,8,2039,1457,135.16,162.93,0.024,3.01,1,1,3,146,19264.36,148,130.16,1
2024-03-31,Sul,Representante,C,2430.0,7,2686,901,106.36,92.76,0.013,4.44,0,1,3,164,17210.49,214,80.42,1
2024-03-31,Centro-Oeste,Loja Física,A,2239.0,8,2218,1282,114.87,113.44,0.07,4.18,0,1,3,166,17741.07,189,93.87,1
2024-03-31,Sudeste,Representante,A,2066.0,9,2031,804,84.38,79.48,0.118,3.52,2,0,3,137,10196.65,112,91.04,1
2024-04-01,Sudeste,Loja Física,B,2723.0,5,2163,680,112.76,110.65,0.025,4.22,1,0,4,149,16377.91,208,78.74,1
2024-04-02,Nordeste,Loja Física,A,2311.0,9,1398,1300,133.86,128.89,0.072,3.93,1,0,4,103,12788.09,86,148.7,0
2024-04-03,Sul,Representante,A,1018.0,7,840,651,95.18,103.39,0.076,3.31,0,0,4,63,5543.08,88,62.99,1
2024-04-03,Nordeste,Loja Física,B,6081.0,7,3883,1681,66.76,64.68,0.115,3.63,0,0,4,237,14007.67,276,50.75,1
2024-04-04,Sudeste,Loja Física,B,4186.0,7,1959,1728,112.2,110.45,0.086,4.56,0,1,4,186,19081.02,125,152.65,1
2024-04-04,Nordeste,Online,A,4550.0,9,2147,1367,79.16,85.95,0.083,3.86,0,0,4,148,10745.7,133,80.79,0
2024-04-04,Sul,Representante,C,3471.0,4,2311,1696,114.8,116.07,0.057,4.51,0,0,4,160,17327.89,212,81.74,1
2024-04-04,Sul,Online,B,3693.0,6,3300,1407,124.87,114.31,0.088,3.5,1,1,4,234,26645.6,211,126.28,1
2024-04-05,Nordeste,Online,A,1193.0,8,2662,874,138.95,143.29,0.055,3.08,0,0,4,160,21020.14,182,115.5,1
2024-04-05,Sul,Representante,A,1401.0,6,990,508,155.84,153.52,0.049,3.72,0,0,4,69,10229.64,89,114.94,0
2024-04-05,Centro-Oeste,Loja Física,B,4662.0,8,2799,1639,126.04,126.44,0.098,3.95,0,0,4,201,22852.17,170,134.42,1
2024-04-05,Nordeste,Online,B,1825.0,10,1683,1008,146.59,148.26,0.077,2.79,2,1,4,128,17310.33,116,149.23,1
2024-04-06,Nordeste,Loja Física,C,1529.0,6,1298,654,139.16,139.24,0.076,4.46,0,0,4,83,10672.2,56,190.58,0
2024-04-06,Centro-Oeste,Representante,A,3995.0,8,2846,1350,114.8,109.46,0.047,4.33,0,0,4,190,20783.01,201,103.4,1
2024-04-06,Sudeste,Online,B,1808.0,10,1581,737,84.43,85.24,0.051,3.81,0,1,4,143,11457.12,163,70.29,1
2024-04-07,Centro-Oeste,Loja Física,B,3315.0,4,2338,1665,96.56,104.06,0.066,4.09,0,0,4,180,16229.09,228,71.18,1
2024-04-08,Nordeste,Online,B,2010.0,9,1996,817,113.33,97.54,0.028,4.65,1,0,4,139,15318.57,174,88.04,1
2024-04-08,Sul,Representante,B,5009.0,11,3598,1514,118.08,123.22,0.071,2.92,5,0,4,238,26115.29,232,112.57,1
2024-04-10,Sudeste,Representante,B,6839.0,4,4039,2716,103.64,105.13,0.018,3.99,0,1,4,334,33979.97,248,137.02,1
2024-04-11,Sul,Loja Física,B,1978.0,6,1808,795,134.71,155.12,0.114,3.41,1,0,4,123,14678.83,154,95.32,1
2024-04-13,Nordeste,Loja Física,B,3245.0,8,2426,1423,84.85,64.83,0.024,3.49,1,0,4,160,13250.79,131,101.15,0
2024-04-13,Nordeste,Loja Física,B,3606.0,12,1742,1275,138.62,140.11,0.019,3.02,2,1,4,137,18639.14,169,110.29,1
2024-04-14,Centro-Oeste,Online,C,3362.0,3,2002,1411,138.6,131.86,0.016,3.28,2,1,4,146,19910.63,146,136.37,1
2024-04-14,Nordeste,Loja Física,A,4785.0,8,2689,1608,108.82,112.24,0.046,3.65,0,0,4,165,17128.92,161,106.39,1
2024-04-15,Centro-Oeste,Online,A,5586.0,8,3376,1805,78.29,70.02,0.054,4.07,0,1,4,240,17779.02,300,59.26,1
2024-04-15,Centro-Oeste,Representante,C,1116.0,3,849,971,102.94,98.87,0.075,3.64,0,1,4,78,7429.52,78,95.25,1
2024-04-15,Sudeste,Online,B,1563.0,7,1523,712,80.26,72.94,0.025,3.1,0,1,4,128,10017.53,178,56.28,1
2024-04-16,Nordeste,Online,A,1794.0,7,1878,1142,139.56,142.17,0.051,4.13,0,0,4,132,17478.36,157,111.33,1
2024-04-16,Sul,Representante,C,2350.0,9,2669,852,95.89,95.3,0.042,3.62,0,0,4,147,13505.68,125,108.05,1
2024-04-17,Centro-Oeste,Representante,A,2872.0,8,1547,856,130.07,135.29,0.055,4.08,1,0,4,115,14134.68,95,148.79,1
2024-04-17,Centro-Oeste,Loja Física,C,3749.0,4,2806,1160,104.8,110.64,0.035,3.17,2,0,4,162,16384.85,142,115.39,1
2024-04-17,Sul,Loja Física,C,4061.0,3,2018,1056,102.64,101.43,0.138,3.92,1,0,4,125,11055.85,109,101.43,1
2024-04-18,Sudeste,Loja Física,A,1664.0,11,1730,709,110.86,109.67,0.049,5.0,0,1,4,137,14449.09,96,150.51,1
2024-04-18,Sul,Loja Física,C,1566.0,8,2534,715,104.15,116.14,0.085,4.22,0,0,4,143,13634.39,116,117.54,1
2024-04-18,Sul,Online,C,3290.0,7,2365,1380,135.0,128.93,0.092,3.15,0,0,4,153,18750.32,160,117.19,1
2024-04-19,Centro-Oeste,Representante,C,1834.0,8,2908,1202,117.05,116.73,0.024,3.19,0,0,4,169,19308.75,192,100.57,1
2024-04-19,Sudeste,Representante,C,1566.0,9,1506,416,137.08,128.96,0.013,4.3,1,0,4,102,13800.27,77,179.22,1
2024-04-19,Sul,Online,C,1119.0,10,1417,612,116.46,118.09,0.01,2.79,3,0,4,88,10145.67,81,125.26,1
2024-04-20,Sudeste,Loja Física,C,3424.0,13,3048,1756,147.11,161.95,0.014,4.06,0,1,4,221,32043.71,171,187.39,1
2024-04-20,Nordeste,Loja Física,A,2840.0,6,1240,949,140.01,153.41,0.076,3.32,3,0,4,88,11389.2,54,210.91,1
2024-04-20,Centro-Oeste,Loja Física,A,2484.0,11,1982,898,123.36,135.88,0.066,3.6,0,1,4,147,16939.97,150,112.93,1
2024-04-20,Nordeste,Online,A,2271.0,7,1200,992,88.68,72.39,0.018,2.94,2,0,4,79,6881.36,73,94.27,1
2024-04-21,Centro-Oeste,Representante,A,385.0,10,961,1600,93.85,85.76,0.055,3.85,0,1,4,117,10376.35,110,94.33,1
2024-04-21,Nordeste,Representante,A,3870.0,7,2929,1159,119.54,113.83,0.05,3.24,0,1,4,178,20216.26,108,187.19,1
2024-04-21,Sudeste,Representante,C,1334.0,8,2133,1080,128.58,140.04,0.113,3.52,0,1,4,158,18019.18,155,116.25,1
2024-04-22,Centro-Oeste,Representante,B,3101.0,7,1861,1315,134.44,148.85,0.088,3.79,0,0,4,147,18019.02,118,152.7,1
2024-04-24,Sul,Representante,C,1776.0,11,1349,1381,114.44,111.69,0.085,4.02,0,1,4,118,12351.82,158,78.18,1
2024-04-25,Sudeste,Online,C,3192.0,6,2536,1219,123.16,123.98,0.164,3.71,1,0,4,170,17513.63,207,84.61,1
2024-04-25,Sul,Representante,B,7295.0,9,4047,2176,149.53,141.32,0.041,3.91,0,0,4,283,40565.47,215,188.68,1
2024-04-25,Sul,Online,B,421.0,9,1768,544,80.29,75.32,0.087,4.04,0,0,4,123,9017.43,79,114.14,1
2024-04-28,Sudeste,Loja Física,A,5467.0,7,2943,1271,128.08,140.95,0.125,3.09,0,0,4,195,21852.03,249,87.76,1
2024-04-28,Nordeste,Loja Física,B,1529.0,14,1577,843,144.35,157.15,0.12,4.28,0,0,4,116,14739.67,96,153.54,1
2024-04-28,Sul,Representante,B,2336.0,7,2185,914,117.01,131.21,0.051,2.7,1,0,4,153,16993.02,208,81.7,1
2024-04-29,Sul,Representante,C,3058.0,13,2200,1230,144.03,150.95,0.19,3.46,0,1,4,151,17615.16,176,100.09,1
2024-04-29,Nordeste,Representante,A,2000.0,8,2996,1981,104.51,116.87,0.049,4.17,0,1,4,213,21164.58,253,83.65,1
2024-04-29,Sul,Online,C,1951.0,7,1839,910,109.88,103.79,0.091,3.78,0,1,4,127,12690.23,106,119.72,1
2024-04-29,Sudeste,Representante,C,728.0,5,1142,460,110.73,106.38,0.014,4.45,1,0,4,79,8629.11,81,106.53,1
2024-05-01,Nordeste,Representante,B,2533.0,8,2192,1516,112.09,102.2,0.068,3.8,1,1,5,164,17141.59,222,77.21,1
2024-05-01,Nordeste,Representante,C,2605.0,4,1996,2164,116.95,109.61,0.07,3.22,0,1,5,148,16102.74,142,113.4,1
2024-05-02,Nordeste,Online,C,1180.0,11,1175,1037,150.49,146.95,0.106,3.77,2,0,5,81,10894.11,69,157.89,1
2024-05-03,Centro-Oeste,Representante,C,9832.0,13,4822,3330,93.53,93.37,0.031,3.63,0,0,5,314,28444.85,385,73.88,1
2024-05-04,Centro-Oeste,Online,A,1347.0,14,1298,619,104.38,105.61,0.1,4.56,0,1,5,111,10423.21,71,146.81,1
2024-05-04,Nordeste,Representante,B,1848.0,8,2251,797,163.83,151.25,0.016,4.21,0,1,5,155,24999.51,203,123.15,1
2024-05-04,Nordeste,Loja Física,A,2506.0,5,1599,1032,109.52,106.33,0.082,3.59,0,1,5,111,11159.79,123,90.73,1
2024-05-05,Sul,Loja Física,C,3058.0,12,2198,760,156.16,169.13,0.017,3.4,0,0,5,129,19802.66,180,110.01,1
2024-05-06,Sudeste,Online,B,2687.0,6,1626,781,130.26,129.32,0.03,2.74,2,1,5,131,16558.54,120,137.99,1
2024-05-06,Nordeste,Loja Física,B,2324.0,6,1935,1216,125.32,133.15,0.058,4.05,0,1,5,150,17700.04,99,178.79,1
2024-05-06,Nordeste,Loja Física,A,1599.0,10,1634,736,78.16,84.74,0.066,4.3,0,1,5,122,8910.71,126,70.72,1
2024-05-06,Nordeste,Loja Física,A,1130.0,4,2116,723,154.95,158.42,0.067,3.75,2,0,5,127,18353.73,172,106.71,1
2024-05-07,Centro-Oeste,Online,C,835.0,8,1409,630,100.56,84.29,0.065,3.72,2,0,5,88,8269.67,57,145.08,1
2024-05-07,Sudeste,Loja Física,B,1998.0,4,1485,856,122.28,104.63,0.029,3.26,1,0,5,108,12824.93,75,171.0,1
2024-05-07,Sul,Loja Física,A,1752.0,10,1169,315,136.24,137.68,0.054,4.48,0,0,5,78,10050.68,57,176.33,1
2024-05-08,Sudeste,Loja Física,C,1377.0,8,1254,1020,139.59,136.16,0.026,4.36,2,0,5,96,13048.37,119,109.65,0
2024-05-10,Sudeste,Representante,C,4784.0,7,2935,1725,94.57,90.67,0.055,3.61,0,1,5,214,19120.26,284,67.32,1
2024-05-10,Sudeste,Online,C,1669.0,9,2513,1231,95.46,102.95,0.122,4.66,0,0,5,170,14245.5,213,66.88,0
2024-05-11,Nordeste,Online,A,1191.0,5,1303,810,149.82,152.03,0.147,3.44,1,1,5,100,12782.05,91,140.46,1
2024-05-11,Nordeste,Loja Física,B,2529.0,7,2472,1056,113.3,128.95,0.058,4.09,0,1,5,175,18686.52,177,105.57,1
2024-05-11,Centro-Oeste,Representante,B,1354.0,3,893,983,117.32,111.87,0.058,4.11,0,0,5,84,9282.81,94,98.75,1
2024-05-11,Sudeste,Representante,A,956.0,8,770,610,170.34,165.63,0.102,2.54,3,0,5,63,9641.34,69,139.73,1
2024-05-11,Nordeste,Online,C,1952.0,6,1343,998,131.48,113.77,0.084,4.28,0,0,5,96,11566.82,95,121.76,1
2024-05-13,Sul,Representante,C,1500.0,11,1105,789,133.58,127.18,0.094,4.04,0,0,5,78,9436.35,70,134.8,1
2024-05-13,Nordeste,Representante,A,688.0,2,844,566,92.2,87.59,0.085,4.31,1,0,5,62,5227.79,42,124.47,0
2024-05-14,Sul,Loja Física,C,261.0,4,711,590,137.07,143.23,0.063,4.93,0,0,5,65,8344.76,80,104.31,0
2024-05-14,Sul,Loja Física,C,1963.0,6,1739,1198,113.84,103.36,0.027,4.05,1,0,5,107,11846.55,116,102.13,1
2024-05-14,Sudeste,Loja Física,A,478.0,11,1097,681,93.53,82.47,0.017,4.51,0,0,5,86,7905.35,66,119.78,0
